Date,revenue_lag_1,revenue_lag_7,revenue_lag_14,revenue_lag_28,revenue_lag_56,revenue_lag_365,revenue_lag_366,revenue_lag_7_gap549,revenue_lag_28_gap549,revenue_lag_365_gap549,cogs_lag_7,cogs_lag_7_gap549,cogs_lag_365,cogs_lag_365_gap549,revenue_roll_mean_7,revenue_roll_std_7,revenue_roll_mean_14,revenue_roll_std_14,revenue_roll_mean_28,revenue_roll_std_28,revenue_roll_mean_56,revenue_roll_std_56,revenue_roll_mean_91,revenue_roll_std_91,revenue_roll_mean_365,revenue_roll_std_365,revenue_roll_mean_28d_gap549,revenue_roll_std_28d_gap549,cogs_roll_mean_28d_gap549,cogs_roll_std_28d_gap549,revenue_roll_mean_91d_gap549,revenue_roll_std_91d_gap549,cogs_roll_mean_91d_gap549,cogs_roll_std_91d_gap549,revenue_roll_mean_365d_gap549,revenue_roll_std_365d_gap549,cogs_roll_mean_365d_gap549,cogs_roll_std_365d_gap549,cogs_roll_mean_28,gross_margin_lag_365,revenue_same_day_ly_365,revenue_same_day_ly_366,gross_margin_pct_lag_365_gap549,gross_margin_pct_roll_mean_91d_gap549,revenue_decomp_trend_m7_gap549,revenue_decomp_seasonal_m7_gap549,revenue_decomp_random_m7_gap549,cogs_decomp_trend_m7_gap549,cogs_decomp_seasonal_m7_gap549,cogs_decomp_random_m7_gap549,revenue_decomp_trend_m365_gap549,revenue_decomp_seasonal_m365_gap549,revenue_decomp_random_m365_gap549,cogs_decomp_trend_m365_gap549,cogs_decomp_seasonal_m365_gap549,cogs_decomp_random_m365_gap549
2023-01-11,2524108.8,730601.15,3938214.81,3349171.43,3981359.06,2777782.43,2456330.77,730601.15,3349171.43,2777782.43,647312.84,647312.84,2617463.18,2617463.18,2228903.6442857143,461065.9563137108,3149776.902142857,1533378.4144353273,3630458.4078571424,1299381.196142439,4240254.755357143,1611029.0462641553,4272439.853956044,1548683.930195503,2960643.2063835612,1713941.5921174125,3630458.4078571424,1299381.196142439,3274967.360357143,1168584.658201437,4272439.853956044,1548683.930195503,3586420.7860439564,1250876.2047869617,2960643.2063835612,1713941.5921174125,2506494.37830137,1450074.8025393616,3274967.360357143,0.05771483333919712,2777782.43,2456330.77,0.05771483333919712,0.15290453033995163,2228903.644285714,-249540.98173669464,268799.4999725276,2213723.1728571425,-203279.95142857128,252160.05796703312,2960643.2063835617,42786.91591780819,169674.39120547916,2506494.37830137,353436.5268904113,239438.1201780825
2023-01-12,2592712.85,1878817.85,4255543.96,4007931.92,4684806.7,2353469.99,2777782.43,1878817.85,4007931.92,2353469.99,1927429.12,1927429.12,2352864.85,2352864.85,2406768.737142857,537346.867629259,3068943.297857143,1500069.6112561864,3598884.8928571427,1300609.5364852962,4212380.948214286,1616691.1992749597,4271532.838901099,1549339.2374795685,2962753.9009315064,1713666.161117802,3598884.8928571427,1300609.5364852962,3273144.7664285717,1168810.687177339,4271532.838901099,1549339.2374795685,3587547.1500000004,1250394.0629159657,2962753.9009315064,1713666.161117802,2508565.3787123286,1450394.550370365,3273144.7664285717,0.0002571267118643524,2353469.99,2777782.43,0.0002571267118643524,0.152271736830155,2406768.737142857,-193135.49215686254,-37113.209780219826,2382487.584285714,-177231.55641456562,55110.9396978023,2962753.9009315064,-409688.01220547967,124033.24312328827,2508565.378712329,-160487.1153972603,107893.98532876722
2023-01-13,3123873.5,1616214.16,5907160.01,4162142.95,3549112.31,2674159.75,2353469.99,1616214.16,4162142.95,2674159.75,1626948.22,1626948.22,2528820.54,2528820.54,2554559.0614285716,411117.3093754929,2836342.327857143,1259263.6572389102,3544906.445714286,1307711.0843187242,4196338.700357143,1627811.353452835,4265146.498241758,1554860.102175281,2962689.754849315,1713677.4316412413,3544906.445714286,1307711.0843187242,3245382.3157142857,1176703.6858776119,4265146.498241758,1554860.102175281,3583718.3018681323,1253061.1519581024,2962689.754849315,1713677.4316412413,2508620.874712329,1450395.7150413734,3245382.3157142857,0.0543494867873918,2674159.75,2353469.99,0.0543494867873918,0.15155620081629,2554559.0614285716,5119.329131652902,-29115.91576923128,2514220.2071428574,13769.570616246658,-56574.75332417606,2962689.7548493147,-763987.0159863015,-441854.3225753424,2508620.8747123294,-439141.2931780822,-260859.64678082243
2023-01-14,2650746.43,1741509.6,5094915.79,4740156.23,4795038.58,2241406.69,2674159.75,1741509.6,4740156.23,2241406.69,1715092.93,1715092.93,2199143.63,2199143.63,2730176.7671428574,227467.43989232692,2684622.167142857,1081642.3467494939,3481716.3496428574,1290450.072861879,4163763.610357143,1633853.9872587277,4240441.954395604,1557394.7844664345,2964688.184575342,1713259.2509648944,3481716.3496428574,1290450.072861879,3210855.8792857146,1175453.7870470122,4240441.954395604,1557394.7844664345,3561294.674945055,1248827.761516292,2964688.184575342,1713259.2509648944,2510228.163150685,1450376.8789623026,3210855.8792857146,0.01885559643796729,2241406.69,2674159.75,0.01885559643796729,0.151413975371215,2730176.7671428574,56727.14722689092,107863.78151098877,2667178.918571429,56680.8981512606,87227.15296703271,2964688.1845753426,-330299.37610958936,-432716.9011643836,2510228.163150685,-88189.02238356182,-294732.99120547925
2023-01-15,2970833.54,2563149.38,4975867.15,5807751.43,5057797.75,2628917.79,2241406.69,2563149.38,5807751.43,2628917.79,2518109.42,2518109.42,2573366.47,2573366.47,2882338.692857143,393080.1999971473,2588366.146428571,908097.376687442,3403878.186428572,1208050.9901775715,4138236.55875,1630796.1699358227,4233382.033846154,1558711.5466380462,2967426.1710684933,1713519.7075551087,3403878.186428572,1208050.9901775715,3173030.475714286,1142379.115295903,4233382.033846154,1558711.5466380462,3559709.4465934066,1248633.706886768,2967426.1710684933,1713519.7075551087,2513149.232739726,1451577.5499494865,3173030.475714286,0.02113086997672903,2628917.79,2241406.69,0.02113086997672903,0.15012693031228821,2882338.6928571425,67074.47400560243,433599.69208791223,2827385.697142857,53448.40509803931,457398.63162087894,2967426.1710684933,-376507.6860273974,-455932.2340273969,2513149.232739726,-14217.874232876813,-283643.0466712327
2023-01-16,3628282.86,2685812.87,4397949.68,4316861.14,5434543.62,3496916.1,2628917.79,2685812.87,4316861.14,3496916.1,2706650.91,2706650.91,3417273.9,3417273.9,2894153.131428572,387390.60184366634,2471977.8792857146,748770.5026068072,3348580.0721428576,1200123.1948054556,4090628.885892857,1631179.6775211487,4222758.658241759,1565424.2448132786,2965430.5487123295,1713325.5015030296,3348580.0721428576,1200123.1948054556,3148631.0139285713,1143236.910488648,4222758.658241759,1565424.2448132786,3553903.456483516,1251039.2253157326,2965430.5487123295,1713325.5015030296,2511404.6364383562,1450870.4186408292,3148631.0139285713,0.022774981647400744,3496916.1,2628917.79,0.022774981647400744,0.14882490883496557,2894153.131428571,306367.3820168068,-253072.48206043916,2837935.0314285713,258222.573137255,-307774.651510989,2965430.5487123285,-76567.85872602742,-155630.8834246574,2511404.6364383567,286006.80434246594,-37471.858356165234
2023-01-17,2768513.94,2524108.8,3132513.38,3596996.21,4310539.38,2963494.21,3496916.1,2524108.8,3596996.21,2963494.21,2448068.41,2448068.41,2910103.21,2910103.21,2884012.194285714,399433.8577098224,2423449.9407142857,724283.3799633004,3307727.430357143,1210775.4985228078,4057460.7226785715,1645448.5599802437,4207948.1716483515,1575801.184512307,2964032.2693424663,1713535.3356901547,3307727.430357143,1210775.4985228078,3126614.5514285713,1151781.7238324778,4207948.1716483515,1575801.184512307,3544459.9342857143,1256519.2299127372,2964032.2693424663,1713535.3356901547,2510006.923452055,1450731.0026391158,3126614.5514285713,0.018016232263872046,2963494.21,3496916.1,0.018016232263872046,0.14749735464608307,2884012.194285714,-7718.532745097855,35866.003269230845,2831059.254285714,-16978.13703081216,-95291.25494505474,2964032.269342466,744539.0637534247,121148.95528767142,2510006.923452055,1080417.4060000002,135947.66495890403
2023-01-18,2453122.24,2592712.85,730601.15,3113780.62,3846392.54,2167217.41,2963494.21,2592712.85,3113780.62,2167217.41,2553763.2,2553763.2,2102740.45,2102740.45,2917585.14,380286.6361537009,2573244.3921428574,540881.4856068077,3297511.1035714285,1213675.9787035142,4039270.2035714285,1653435.6892046586,4190141.6843956043,1582199.3511606867,2965841.874986301,1713040.2325043604,3297511.1035714285,1213675.9787035142,3141905.1599999997,1146014.6178407345,4190141.6843956043,1582199.3511606867,3538254.106483517,1258158.6847596655,2965841.874986301,1713040.2325043604,2512274.698520548,1450739.5745681643,3141905.1599999997,0.029751034530495008,2167217.41,2963494.21,0.029751034530495008,0.14474389131059553,2917585.14,-238589.4135014005,643243.498461538,2884875.7042857143,-194960.1459663864,703130.9096428572,2965841.874986301,306862.44116438343,-348172.41339726024,2512274.698520548,654515.0253561644,-203526.32819178118
2023-01-19,2827723.47,3123873.5,1878817.85,3454322.45,3987573.28,2598183.41,2167217.41,3123873.5,3454322.45,2598183.41,3108780.0,3108780.0,2439859.2,2439859.2,2879831.5771428575,369354.7953870233,2643300.1571428576,506439.09978011873,3276270.964642857,1216031.7806826052,4019127.797857143,1660930.5130162137,4183450.326593406,1586566.7059981467,2966558.080876712,1712940.7404004782,3276270.964642857,1216031.7806826052,3137083.2575000003,1147653.365645038,4183450.326593406,1586566.7059981467,3535735.568351648,1259627.7644808234,2966558.080876712,1712940.7404004782,2512976.8655890413,1450766.4516952098,3137083.2575000003,0.060936502554298104,2598183.41,2167217.41,0.060936502554298104,0.14365110102835654,2879831.5771428575,-191404.82831932753,-425460.60258241807,2825928.5871428573,-176874.4628291314,-313202.19090659363,2966558.080876712,-704078.5600547944,942373.6942054797,2512976.8655890413,-395696.5531506848,773896.2584246576
2023-01-20,2859598.56,2650746.43,1616214.16,3814525.81,3822459.48,2378509.49,2598183.41,2650746.43,3814525.81,2378509.49,2549076.58,2549076.58,2153084.64,2153084.64,2985433.524285714,397539.61122351215,2769996.292857143,448254.3849335292,3261107.902142857,1211710.8824098597,4011404.593928572,1662866.0506522441,4176416.3076923075,1588671.865298613,2969329.178328767,1712804.9435943372,3261107.902142857,1211710.8824098597,3136100.495357143,1147722.3590603694,4176416.3076923075,1588671.865298613,3534178.484615385,1260151.319190501,2969329.178328767,1712804.9435943372,2515420.8500821916,1450909.8833123418,3136100.495357143,0.09477567819163928,2378509.49,2598183.41,0.09477567819163928,0.14246961700907773,2985433.524285714,19670.069495798572,-522600.4610714284,2896794.6442857143,26507.600028011344,-479331.341098901,2969329.178328767,60421.467986301286,-70261.71236986294,2515420.8500821916,205484.88347945223,76570.60058904113
2023-01-21,3389960.06,2970833.54,1741509.6,5129834.24,4915453.17,3060145.15,2378509.49,2970833.54,5129834.24,3060145.15,2785803.91,2785803.91,2555988.41,2555988.41,3037666.6842857143,418755.84268328495,2883921.725714286,360929.62492825295,3197059.024285714,1155361.8241918527,3983208.3883928573,1660643.4126178818,4155444.4419780225,1587005.8150321695,2970086.220821918,1712906.2560525576,3197059.024285714,1155361.8241918527,3088595.584285714,1126888.3636704264,4155444.4419780225,1587005.8150321695,3520848.8160439557,1260073.9431388546,2970086.220821918,1712906.2560525576,2516440.739506849,1451069.305493777,3088595.584285714,0.16474928975182754,3060145.15,2378509.49,0.16474928975182754,0.14150176679410015,3037666.6842857143,51021.44053221307,34294.696730769356,2917143.807142857,50919.89655462197,214100.39129120886,2970086.2208219175,-375702.8449726028,-354972.5649589037,2516440.739506849,-269827.3568356165,-287910.51661643817
2023-01-22,3336465.66,3628282.86,2563149.38,5015283.26,7320510.07,3102912.51,3060145.15,3628282.86,5015283.26,3102912.51,3639556.87,3639556.87,2421357.03,2421357.03,3146198.8357142857,638263.023798095,3014268.7642857144,527332.0366587002,3174656.333571429,1124468.8088328894,3930842.2785714283,1598568.8277047118,4152728.853296703,1586387.1986261962,2973607.0301643834,1714500.0144554928,3174656.333571429,1124468.8088328894,3063750.5025,1102200.9244979657,4152728.853296703,1586387.1986261962,3521998.6191208786,1260279.2316401787,2973607.0301643834,1714500.0144554928,2520207.6027945206,1452605.5577030648,3063750.5025,0.21965024079908718,3102912.51,3060145.15,0.21965024079908718,0.14074684016017175,3146198.8357142853,68572.64288515424,-94838.93997252715,2939530.2728571426,55335.00243697488,-70163.49552197786,2973607.0301643834,269485.0705068493,159204.627410959,2520207.6027945206,69935.88787671248,108905.89391780808
2023-01-23,4388007.92,2768513.94,2685812.87,3255836.16,6925957.27,3882974.91,3102912.51,2768513.94,3255836.16,3882974.91,2780496.25,2780496.25,3066175.92,3066175.92,3377156.1885714284,759759.3066579078,3135654.66,631259.7862719274,3214991.3067857143,1147508.1277293803,3885471.8882142855,1547247.9557453902,4173404.820329671,1576888.8167825635,2974983.0315342466,1715433.1351901626,3214991.3067857143,1147508.1277293803,3097563.64,1108537.8822880965,4173404.820329671,1576888.8167825635,3541636.478351649,1249654.1527076743,2974983.0315342466,1715433.1351901626,2522091.5070958906,1453761.0125478934,3097563.64,0.21035391907798864,3882974.91,3102912.51,0.21035391907798864,0.13997240124023125,3377156.1885714284,305515.93123249314,-976.3837362637823,3078573.807142857,262559.8591876752,-54752.27923076925,2974983.031534246,280910.05216438347,-60268.551684931386,2522091.50709589,-40284.570972602814,9544.318301370135
2023-01-24,4385215.41,2453122.24,2524108.8,3202321.56,4630943.52,3897982.79,3882974.91,2453122.24,3202321.56,3897982.79,2399937.97,2399937.97,3118044.81,3118044.81,3354468.075714286,793570.9330800121,3119240.1350000002,651062.0892276934,3182562.16,1160634.8537860697,3843746.2083928576,1558246.5546483544,4155031.6832967033,1589022.8913308764,2970589.3949863017,1715116.2886892876,3182562.16,1160634.8537860697,3061302.8692857143,1130067.7918853937,4155031.6832967033,1589022.8913308764,3527694.062967033,1260542.0133890803,2970589.3949863017,1715116.2886892876,2518839.1359178084,1453751.990298611,3061302.8692857143,0.20008758940672491,3897982.79,3882974.91,0.20008758940672491,0.1395889791658052,3354468.075714286,-23713.361736694515,-68288.90299450577,3011572.572857143,-28964.00193277297,-132622.21318681352,2970589.394986301,1305187.2873972603,364646.67149315076,2518839.135917808,822385.7234520547,395772.449931507
2023-01-25,2294305.45,2827723.47,2592712.85,3938214.81,8887935.6,2726776.18,3897982.79,2827723.47,3938214.81,2726776.18,2930478.35,2930478.35,2185291.86,2185291.86,3314693.81,830490.3116718654,3116139.4750000006,653859.902412023,3132958.1885714284,1156816.9623044943,3730556.351428571,1408168.0171761212,4133090.0714285714,1597328.1194777226,2970103.168767123,1715210.7519672806,3132958.1885714284,1156816.9623044943,3002067.2907142863,1131641.7468921526,4133090.0714285714,1597328.1194777226,3511686.527912088,1268451.5072319275,2970103.168767123,1715210.7519672806,2518806.588520548,1453759.6114193052,3002067.2907142863,0.19858040567157964,2726776.18,3897982.79,0.19858040567157964,0.13899530999971435,3314693.81,-241735.60053221282,1006406.3720879118,2903420.2457142854,-199464.99389355726,840173.4111813188,2970103.168767123,1061345.9280821919,68760.77713698661,2518806.5885205483,681590.6643561644,94906.922575342
2023-01-26,2549303.61,2859598.56,3123873.5,4255543.96,7996369.9,2852671.37,2726776.18,2859598.56,4255543.96,2852671.37,2696150.18,2696150.18,2228931.73,2228931.73,3431458.6385714286,813118.1075363843,3155645.107857143,670850.6415350852,3112294.202857143,1141082.3794589082,3653423.895357143,1282994.2600731673,4121649.14010989,1596820.0387520648,2972361.4728493155,1715598.3067848084,3112294.202857143,1141082.3794589082,2960507.365357143,1111695.1531890424,4121649.14010989,1596820.0387520648,3501835.6263736263,1269550.2139477774,2972361.4728493155,1715598.3067848084,2520695.9923835616,1453829.9801865164,2960507.365357143,0.21865106740283236,2852671.37,2726776.18,0.21865106740283236,0.13915845158191373,3431458.6385714286,-190541.75526610628,633475.4906043955,2935193.6685714284,-172523.03641456555,543926.6540659344,2972361.472849315,-126645.02490410954,431376.28149315086,2520695.9923835616,-337251.5496849313,459667.0513287673
2023-01-27,3676952.36,3389960.06,2650746.43,5907160.01,7479521.04,2831486.13,2852671.37,3389960.06,5907160.01,2831486.13,3045138.98,3045138.98,2289596.5,2289596.5,3441492.52,812954.0130494769,3213463.022142857,658760.8498859125,3024902.6750000003,1004651.7865818795,3581650.255892857,1172750.6176186404,4101392.594615384,1593348.6306107682,2974083.969013698,1715772.0871211896,3024902.6750000003,1004651.7865818795,2851414.7925,949385.6296659032,4101392.594615384,1593348.6306107682,3485369.9537362633,1268070.844970206,2974083.969013698,1715772.0871211896,2522250.958328767,1453885.6466776768,2851414.7925,0.19137993446572168,2831486.13,2852671.37,0.19137993446572168,0.13910931622785344,3441492.52,20198.00162465012,-1142271.2108241757,2908339.395714286,25431.00072829147,-964745.5123076924,2974083.9690136984,-350455.40131506836,519880.13071232894,2522250.9583287667,-487870.2946301367,334372.6896986305
